58.2,83.93333333,21.022,31.089,57.103,92.23366667,6.4,17.06666667,0.8,5.066666667,0,26.4,21.6,44.53333333,160.1,104.1
34.1,63.76666667,15.191,24.899,42.697,59.07966667,16.8,10.66666667,2.4,1.866666667,44,17.06666667,103.2,54.93333333,104.1,136.4
59.8,50.7,16.456,17.55633333,79.028,59.60933333,7.2,10.13333333,0,1.066666667,34.4,26.13333333,86.4,70.4,136.4,137.1
48,47.3,18.587,16.74466667,70.19,63.97166667,6.4,10.13333333,0,0.8,19.2,32.53333333,26.4,72,137.1,124.3
42.6,50.13333333,18.687,17.91,88.489,79.23566667,27.2,13.6,4,1.333333333,51.2,34.93333333,80.4,64.4,124.3,175.9
66.6,52.4,26.501,21.25833333,74.365,77.68133333,4.8,12.8,2.4,2.133333333,6.4,25.6,18.4,41.73333333,175.9,128.1
41.4,50.2,23.124,22.77066667,101.231,88.02833333,40.8,24.26666667,18.4,8.266666667,62.4,40,120.4,73.06666667,128.1,270.3
124,77.33333333,57.874,35.833,138.304,104.6333333,28,24.53333333,16.8,12.53333333,7.2,25.33333333,29.6,56.13333333,270.3,206.5
70,78.46666667,34.921,38.63966667,62.332,100.6223333,2.4,23.73333333,0,11.73333333,0,23.2,2.4,50.8,206.5,116.4
35.4,76.46666667,18.518,37.10433333,43.343,81.32633333,0.8,10.4,0,5.6,0,2.4,9.6,13.86666667,116.4,92.52
33.2,46.2,16.112,23.18366667,39.664,48.44633333,3.2,2.133333333,7.2,2.4,0.8,0.266666667,12,8,92.52,104.3
36.3,34.96666667,18.059,17.563,61.693,48.23333333,0.8,1.6,6.4,4.533333333,7.2,2.666666667,84.8,35.46666667,104.3,106
33.9,34.46666667,18.287,17.486,43.674,48.34366667,0.8,1.6,0,4.533333333,4.8,4.266666667,4,33.6,106,80.07
25.8,32,15.197,17.181,31.682,45.683,0,0.533333333,0,2.133333333,0,4,2.4,30.4,80.07,64.14
22.1,27.26666667,11.821,15.10166667,26.37,33.90866667,0,0.266666667,7.2,2.4,7.2,4,4,3.466666667,64.14,56.13
20.2,22.7,10.624,12.54733333,21.884,26.64533333,0,0,0,2.4,0.8,2.666666667,4.8,3.733333333,56.13,50.29
18.4,20.23333333,9.607,10.684,19.046,22.43333333,0,0,0,2.4,0.8,2.933333333,0,2.933333333,50.29,43.38
16.9,18.5,6.394,8.875,17.181,19.37033333,0,0,0,0,0,0.533333333,0,1.6,43.38,40.47
15.8,17.03333333,7.112,7.704333333,15.511,17.246,0,0,0,0,0.8,0.533333333,0,0,40.47,37.36
14.9,15.86666667,6.213,6.573,14.625,15.77233333,4.8,1.6,9.6,3.2,0,0.266666667,2.4,0.8,37.36,37.74
15.5,15.4,6.641,6.655333333,14.918,15.018,0.8,1.866666667,7.2,5.6,4.8,1.866666667,1.6,1.333333333,37.74,38.31
15.8,15.4,6.336,6.396666667,14.1,14.54766667,0,1.866666667,0,5.6,1.6,2.133333333,0,1.333333333,38.31,36.22
14.9,15.4,6.009,6.328666667,12.959,13.99233333,1.6,0.8,0,2.4,0,2.133333333,0,0.533333333,36.22,35.92
14.6,15.1,6.448,6.264333333,13.352,13.47033333,0.8,0.8,0,0,0,0.533333333,0,0,35.92,36.61
14.7,14.73333333,6.605,6.354,13.52,13.277,0,0.8,0,0,0,0,0.8,0.266666667,36.61,35.6
14.4,14.56666667,6.349,6.467333333,13.019,13.297,0,0.266666667,0,0,0,0,0,0.266666667,35.6,33.17
13.4,14.16666667,5.806,6.253333333,11.879,12.806,0,0,0,0,0,0,0,0.266666667,33.17,30.73
12.65,13.48333333,5.476,5.877,11.051,11.983,0,0,0,0,0,0,0,0,30.73,29.24
11.9,12.65,5.275,5.519,10.437,11.12233333,0,0,0,0,0,0,0,0,29.24,27.48
11.4,11.98333333,5.103,5.284666667,9.913,10.467,0,0,0,0,28.8,9.6,0,0,27.48,26.18
10.8,11.36666667,4.866,5.081333333,9.478,9.942666667,0,0,0,0,0.8,9.866666667,0,0,26.18,25.14
10.4,10.86666667,4.676,4.881666667,8.969,9.453333333,0,0,0,0,8,12.53333333,0,0,25.14,24.24
10.3,10.5,4.569,4.703666667,8.846,9.097666667,1.6,0.533333333,0,0,38.4,15.73333333,17.6,5.866666667,24.24,23.59
9.84,10.18,4.378,4.541,8.552,8.789,0,0.533333333,0,0,2.4,16.26666667,0,5.866666667,23.59,22.7
9.46,9.866666667,4.089,4.345333333,8.719,8.705666667,0,0.533333333,0,0,6.4,15.73333333,0.8,6.133333333,22.7,21.52
8.87,9.39,3.945,4.137333333,8.013,8.428,0,0,0,0,0,2.933333333,0,0.266666667,21.52,20.43
8.52,8.95,3.777,3.937,7.723,8.151666667,1.6,0.533333333,0,0,0.8,2.4,1.6,0.8,20.43,20.35
8.71,8.7,3.617,3.779666667,7.497,7.744333333,0,0.533333333,0,0,1.6,0.8,0,0.533333333,20.35,20.12
8.5,8.576666667,3.551,3.648333333,7.268,7.496,0,0.533333333,0,0,0,0.8,0,0.533333333,20.12,19.47
8.48,8.563333333,3.146,3.438,7.078,7.281,1.6,0.533333333,0.8,0.266666667,12,4.533333333,51.2,17.06666667,19.47,20.01
8.88,8.62,3.278,3.325,8.167,7.504333333,16.8,6.133333333,15.2,5.333333333,4.8,5.6,8,19.73333333,20.01,21.74
9.45,8.936666667,3.131,3.185,8.87,8.038333333,5.6,8,0.8,5.6,10.4,9.066666667,4,21.06666667,21.74,20.26
8.59,8.973333333,2.966,3.125,7.842,8.293,5.6,9.333333333,15.2,10.4,0.8,5.333333333,0,4,20.26,20.76
8.94,8.993333333,3.36,3.152333333,7.604,8.105333333,21.6,10.93333333,16,10.66666667,1.6,4.266666667,11.2,5.066666667,20.76,23.62
11.5,9.676666667,3.4,3.242,7.539,7.661666667,1.6,9.6,0,10.4,0.8,1.066666667,9.6,6.933333333,23.62,26.09
12.5,10.98,3.783,3.514333333,7.599,7.580666667,1.6,8.266666667,0,5.333333333,0.8,1.066666667,2.4,7.733333333,26.09,24.17
10.9,11.63333333,3.613,3.598666667,7.571,7.569666667,1.6,1.6,0,0,0,0.533333333,0.8,4.266666667,24.17,23.07
11.2,11.53333333,3.698,3.698,9.979,8.383,0,1.066666667,0,0,2.4,1.066666667,0.8,1.333333333,23.07,41.84
21.8,14.63333333,4.007,3.772666667,18.978,12.176,0,0.533333333,0,0,0,0.8,0,0.533333333,41.84,36.05
15.6,16.2,3.295,3.666666667,13.159,14.03866667,0,0,0,0,0,0.8,0,0.266666667,36.05,28.01
11.8,16.4,3.052,3.451333333,10.379,14.172,0,0,0,0,0,0,0,0,28.01,24.2
10.5,12.63333333,2.906,3.084333333,9.187,10.90833333,0,0,0,0,0,0,0,0,24.2,22
9.58,10.62666667,2.791,2.916333333,8.292,9.286,0,0,0,0,3.2,1.066666667,4,1.333333333,22,20.62
8.99,9.69,2.869,2.855333333,7.826,8.435,0,0,0.8,0.266666667,5.6,2.933333333,1.6,1.866666667,20.62,20.02
9.03,9.2,2.806,2.822,7.783,7.967,1.6,0.533333333,0,0.266666667,8,5.6,15.2,6.933333333,20.02,20.56
8.95,8.99,2.746,2.807,7.741,7.783333333,0.8,0.8,0,0.266666667,23.2,12.26666667,6.4,7.733333333,20.56,17.97
9.01,8.996666667,2.643,2.731666667,8.101,7.875,0,0.8,0,0,61.6,30.93333333,0,7.2,17.97,18.06
9.095,9.018333333,2.546,2.645,7.179,7.673666667,11.2,4,0,0,86,56.93333333,19.2,8.533333333,18.06,17.16
9.1375,9.080833333,2.494,2.561,7.232,7.504,0.8,4,0,0,12.8,53.46666667,8,9.066666667,17.16,20.06
9.18,9.1375,2.559,2.533,9.854,8.088333333,0,4,0,0,0.8,33.2,4.8,10.66666667,20.06,22.36
9.29,9.2025,2.519,2.524,12.636,9.907333333,5.6,2.133333333,0,0,6.4,6.666666667,8.8,7.2,22.36,25.27
10.7,9.723333333,2.396,2.491333333,11.597,11.36233333,0,1.866666667,0,0,10.4,5.866666667,0,4.533333333,25.27,20.08
8.23,9.406666667,2.44,2.451666667,8.606,10.94633333,0,1.866666667,0,0,0,5.6,4.8,4.533333333,20.08,18.08
7.75,8.893333333,2.48,2.438666667,8.516,9.573,6.4,2.133333333,0,0,0,3.466666667,29.6,11.46666667,18.08,21.39
9.71,8.563333333,2.467,2.462333333,10.637,9.253,1.6,2.666666667,0,0,1.6,0.533333333,5.6,13.33333333,21.39,18.6
7.87,8.443333333,2.392,2.446333333,8.405,9.186,11.2,6.4,0.8,0.266666667,10.4,4,13.6,16.26666667,18.6,17.51
8.08,8.553333333,2.327,2.395333333,8.753,9.265,0,4.266666667,0,0.266666667,1.6,4.533333333,4.8,8,17.51,17.68
7.87,7.94,2.261,2.326666667,8.37,8.509333333,0,3.733333333,0,0.266666667,0,4,0,6.133333333,17.68,16.52
7.23,7.726666667,2.232,2.273333333,7.543,8.222,0,0,0,0,0.8,0.8,0,1.6,16.52,15.18
6.75,7.283333333,2.244,2.245666667,6.864,7.592333333,0,0,0,0,0,0.266666667,0,0,15.18,14.32
6.51,6.83,2.248,2.241333333,6.529,6.978666667,0,0,0,0,0.8,0.533333333,4.8,1.6,14.32,13.93
6.37,6.543333333,2.232,2.241333333,6.349,6.580666667,2.4,0.8,0,0,8,2.933333333,16.8,7.2,13.93,13.99
6.48,6.453333333,2.339,2.273,6.315,6.397666667,12,4.8,10,3.333333333,1.6,3.466666667,24.8,15.46666667,13.99,15.32
7.31,6.72,2.462,2.344333333,8.001,6.888333333,5.6,6.666666667,7.2,5.733333333,13.6,7.733333333,15.2,18.93333333,15.32,17.46
7.59,7.126666667,2.745,2.515333333,8.062,7.459333333,0.8,6.133333333,10.4,9.2,2.4,5.866666667,4,14.66666667,17.46,16.61
7.29,7.396666667,2.578,2.595,7.27,7.777666667,0,2.133333333,1.6,6.4,13.6,9.866666667,22.8,14,16.61,15.23
7.11,7.33,2.528,2.617,6.801,7.377666667,16,5.6,38.4,16.8,47.2,21.06666667,5.6,10.8,15.23,20.33
9.05,7.816666667,4.101,3.069,9.408,7.826333333,0,5.333333333,1.6,13.86666667,4,21.6,48,25.46666667,20.33,44.18
17.9,11.35333333,6.957,4.528666667,45.864,20.691,92,36,40,26.66666667,76.8,42.66666667,26.4,26.66666667,44.18,120
58.6,28.51666667,7.27,6.109333333,64.776,40.016,24.8,38.93333333,0,13.86666667,21.6,34.13333333,6.4,26.93333333,120,78.99
22.9,33.13333333,4.159,6.128666667,26.603,45.74766667,2.4,39.73333333,0,13.33333333,0,32.8,3.2,12,78.99,37.99
14.1,31.86666667,3.551,4.993333333,16.599,35.99266667,17.6,14.93333333,7.2,2.4,51.2,24.26666667,0,3.2,37.99,92.73
45.3,27.43333333,22.968,10.226,70.041,37.74766667,55.2,25.06666667,23.2,10.13333333,91.2,47.46666667,0.8,1.333333333,92.73,148.5
63.5,40.96666667,19.284,15.26766667,46.38,44.34,0.8,24.53333333,0.8,10.4,0.8,47.73333333,0,0.266666667,148.5,77.64
25.5,44.76666667,8.393,16.88166667,25.626,47.349,16,24,8,10.66666667,3.2,31.73333333,4,1.6,77.64,62.7
22.6,37.2,13.597,13.758,25.381,32.46233333,37.2,18,6.4,5.066666667,15.2,6.4,7.2,3.733333333,62.7,72
33.1,27.06666667,11.988,11.326,23.8,24.93566667,0,17.73333333,0,4.8,0,6.133333333,21.6,10.93333333,72,52.73
19.6,25.1,7.377,10.98733333,17.473,22.218,0,12.4,0,2.133333333,0,5.066666667,27.2,18.66666667,52.73,38.61
15,22.56666667,5.763,8.376,13.984,18.419,0,0,0,0,0.8,0.266666667,12,20.26666667,38.61,32.41
13.4,16,5.112,6.084,11.856,14.43766667,0,0,4,1.333333333,55.2,18.66666667,22,20.4,32.41,29.05
12,13.46666667,4.634,5.169666667,11.106,12.31533333,0,0,0,1.333333333,7.2,21.06666667,41.6,25.2,29.05,34.01
11.9,12.43333333,4.817,4.854333333,28.253,17.07166667,32.8,10.93333333,8.8,4.266666667,143.2,68.53333333,1.6,21.73333333,34.01,66.89
25.6,16.5,5.872,5.107666667,36.554,25.30433333,4.8,12.53333333,4,4.266666667,12,54.13333333,18,20.4,66.89,52.91
18.6,18.7,5.122,5.270333333,19.74,28.18233333,5.6,14.4,1.6,4.8,12.8,56,103.6,41.06666667,52.91,40
16.4,20.2,4.823,5.272333333,18.456,24.91666667,2.4,4.266666667,0,1.866666667,4.8,9.866666667,26.4,49.33333333,40,37.47
14.3,16.43333333,4.348,4.764333333,14.608,17.60133333,0,2.666666667,0,0.533333333,4.8,7.466666667,7.2,45.73333333,37.47,30.47
12.7,14.46666667,4.059,4.41,14.354,15.806,8.8,3.733333333,20,6.666666667,33.6,14.4,19.2,17.6,30.47,36.89
15.6,14.2,4.39,4.265666667,17.31,15.424,5.6,4.8,0.8,6.933333333,0.8,13.06666667,8.8,11.73333333,36.89,90.87
43,23.76666667,25.141,11.19666667,60.588,30.75066667,13.6,9.333333333,60,26.93333333,83.2,39.2,36,21.33333333,90.87,134.9
55.3,37.96666667,18.877,16.136,37.16,38.35266667,18.4,12.53333333,0,20.26666667,7.2,30.4,6.4,17.06666667,134.9,73.96
24.4,40.9,11.684,18.56733333,22.181,39.97633333,10,14,0,20,0,30.13333333,0,14.13333333,73.96,48.21
17.3,32.33333333,7.952,12.83766667,16.25,25.197,1.6,10,0,0,0,2.4,0,2.133333333,48.21,37.13
14.3,18.66666667,6.379,8.671666667,12.918,17.11633333,1.6,4.4,0,0,0,0,0,0,37.13,31.33
12.4,14.66666667,5.288,6.539666667,10.971,13.37966667,0.8,1.333333333,0,0,0,0,4,1.333333333,31.33,29.42
11.2,12.63333333,4.704,5.457,12.668,12.18566667,0.8,1.066666667,0,0,0,0,4,2.666666667,29.42,25.83
10.2,11.26666667,4.472,4.821333333,9.636,11.09166667,0,0.533333333,4.8,1.6,8.8,2.933333333,28,12,25.83,22.82
9.43,10.27666667,3.817,4.331,9.117,10.47366667,0,0.266666667,0,1.6,0,2.933333333,0,10.66666667,22.82,21.51
8.8,9.476666667,3.549,3.946,8.712,9.155,0,0,0,1.6,0,2.933333333,0,9.333333333,21.51,19.93
8.32,8.85,3.34,3.568666667,7.874,8.567666667,0.8,0.266666667,0,0,0,0,0,0,19.93,19.06
8.04,8.386666667,3.257,3.382,7.381,7.989,0,0.266666667,0,0,0,0,0,0,19.06,18.14
7.74,8.033333333,3.111,3.236,7.01,7.421666667,0,0.266666667,0,0,0,0,0,0,18.14,17.15
7.38,7.72,2.975,3.114333333,6.741,7.044,0,0,0,0,0,0,0,0,17.15,16.21
7.17,7.43,2.94,3.008666667,6.371,6.707333333,0,0,0,0,0,0,0,0,16.21,21.44
7.89,7.48,6.361,4.092,8.689,7.267,2.4,0.8,11.2,3.733333333,20,6.666666667,47.2,15.73333333,21.44,24.91
8.66,7.906666667,4.979,4.76,11.126,8.728666667,0.8,1.066666667,12.8,8,0,6.666666667,1.6,16.26666667,24.91,21.98
8.4,8.316666667,3.789,5.043,8.803,9.539333333,0,1.066666667,0,8,0,6.666666667,0,16.26666667,21.98,19.51
7.95,8.336666667,3.442,4.07,10.275,10.068,0,0.266666667,27.2,13.33333333,76,25.33333333,115.2,38.93333333,19.51,189.6
120,45.45,40.574,15.935,188.751,69.27633333,9.6,3.2,145.6,57.6,149.6,75.2,178.8,98,189.6,277.1
155,94.31666667,39.209,27.74166667,72.276,90.434,3.2,4.266666667,0,57.6,61.6,95.73333333,41.6,111.8666667,277.1,171.9
73,116,18.776,32.853,68.591,109.8726667,0.8,4.533333333,26.4,57.33333333,90.4,100.5333333,132,117.4666667,171.9,211.8
107,111.6666667,32.623,30.20266667,102.646,81.171,1.6,1.866666667,13.6,13.33333333,32,61.33333333,57.6,77.06666667,211.8,182.9
81.2,87.06666667,23.83,25.07633333,64.309,78.51533333,0.8,1.066666667,0.8,13.6,1.6,41.33333333,1.6,63.73333333,182.9,103
37.8,75.33333333,11.137,22.53,34.209,67.05466667,0.8,1.066666667,0,4.8,0,11.2,0,19.73333333,103,67.18
25.5,48.16666667,9.08,14.68233333,29.53,42.68266667,49.6,17.06666667,34.4,11.73333333,48.8,16.8,42.4,14.66666667,67.18,92.33
42.1,35.13333333,13.044,11.087,44.007,35.91533333,0.8,17.06666667,0,11.46666667,4,17.6,2.4,14.93333333,92.33,74.03
27.5,31.7,9.244,10.456,26.427,33.32133333,0,16.8,0,11.46666667,0,17.6,0,14.93333333,74.03,51.53
19.6,29.73333333,6.626,9.638,19.746,30.06,0,0.266666667,0,0,0,1.333333333,0,0.8,51.53,41.04
16.2,21.1,5.411,7.093666667,15.911,20.69466667,0,0,0,0,0,0,0,0,41.04,34.74
14.1,16.63333333,4.672,5.569666667,13.704,16.45366667,0,0,0,0,0,0,0,0,34.74,31.28
13,14.43333333,4.259,4.780666667,12.549,14.05466667,7.2,2.4,4.8,1.6,14.4,4.8,32.8,10.93333333,31.28,29.67
12.5,13.2,4.113,4.348,12.163,12.80533333,2.4,3.2,0.8,1.866666667,10.4,8.266666667,2.4,11.73333333,29.67,29.22
12.2,12.56666667,3.85,4.074,12.318,12.34333333,2.4,4,0,1.866666667,24.8,16.53333333,16,17.06666667,29.22,27.6
11.5,12.06666667,3.792,3.918333333,11.922,12.13433333,5.6,3.466666667,1.6,0.8,28.8,21.33333333,11.2,9.866666667,27.6,28.03
11.4,11.7,4.049,3.897,16.532,13.59066667,48,18.66666667,5.6,2.4,46,33.2,118.4,48.53333333,28.03,123.9
57.2,26.7,9.607,5.816,110.011,46.155,15.2,22.93333333,0,2.4,58.4,44.4,137.6,89.06666667,123.9,119.9
32.1,33.56666667,14.618,9.424666667,48.409,58.31733333,5.6,22.93333333,4,3.2,23.2,42.53333333,16,90.66666667,119.9,60.87
17.4,35.56666667,8.272,10.83233333,28.533,62.31766667,3.2,8,0,1.333333333,4,28.53333333,8.8,54.13333333,60.87,44.06
14.5,21.33333333,5.876,9.588666667,21.31,32.75066667,0,2.933333333,1.6,1.866666667,0,9.066666667,0,8.266666667,44.06,35.14
12.5,14.8,4.76,6.302666667,15.941,21.928,0.8,1.333333333,0,0.533333333,0.8,1.6,0.8,3.2,35.14,28.75
10.8,12.6,4.002,4.879333333,12.733,16.66133333,0,0.266666667,0,0.533333333,0,0.266666667,0,0.266666667,28.75,24.44
9.62,10.97333333,3.507,4.089666667,10.713,13.129,0,0.266666667,0,0,0,0.266666667,0,0.266666667,24.44,21.47
8.72,9.713333333,3.159,3.556,9.44,10.962,0,0,0,0,0,0,0.8,0.266666667,21.47,19.92
8.17,8.836666667,2.993,3.219666667,8.629,9.594,0,0,0,0,0,0,0,0.266666667,19.92,18.9
7.85,8.246666667,2.952,3.034666667,8.028,8.699,4,1.333333333,0,0,25.6,8.533333333,4.8,1.866666667,18.9,18.55
7.7,7.906666667,3.038,2.994333333,7.799,8.152,0,1.333333333,4.8,1.6,22,15.86666667,18.4,7.733333333,18.55,19.22
8.28,7.943333333,3.101,3.030333333,8.481,8.102666667,19.2,7.733333333,18.4,7.733333333,14.4,20.66666667,30.4,17.86666667,19.22,20.78
8.4,8.126666667,3.364,3.167666667,9.491,8.590333333,0,6.4,0,7.733333333,0,12.13333333,0,16.26666667,20.78,20.21
8.02,8.233333333,3.161,3.208666667,8.933,8.968333333,0,6.4,0,6.133333333,0,4.8,0,10.13333333,20.21,21.15
8.85,8.423333333,4.274,3.599666667,9.177,9.200333333,24,8,32,10.66666667,25.6,8.533333333,24,8,21.15,22.53
9.11,8.66,3.805,3.746666667,9.542,9.217333333,7.2,10.4,4.8,12.26666667,34.4,20,10.4,11.46666667,22.53,20.07
8.26,8.74,3.192,3.757,8.291,9.003333333,0,10.4,0,12.26666667,0,20,0,11.46666667,20.07,18.18
7.55,8.306666667,2.959,3.318666667,7.873,8.568666667,4.8,4,6.4,3.733333333,26.4,20.26666667,16.8,9.066666667,18.18,18.48
7.54,7.783333333,3.386,3.179,11.416,9.193333333,17.6,7.466666667,2.4,2.933333333,19.2,15.2,48.8,21.86666667,18.48,28.35
10.9,8.663333333,3.391,3.245333333,15.848,11.71233333,6.4,9.6,0.8,3.2,11.2,18.93333333,18,27.86666667,28.35,24.66
8.62,9.02,2.846,3.207666667,12.47,13.24466667,0,8,0,1.066666667,0,10.13333333,0,22.26666667,24.66,19.59
7.33,8.95,2.651,2.962666667,9.312,12.54333333,0,2.133333333,0,0.266666667,0,3.733333333,0,6,19.59,16.59
6.66,7.536666667,2.544,2.680333333,7.689,9.823666667,0,0,2.4,0.8,0,0,0,0,16.59,16.35
6.62,6.87,3.005,2.733333333,7.691,8.230666667,0.8,0.266666667,5.6,2.666666667,0,0,0.8,0.266666667,16.35,15.8
6.38,6.553333333,2.721,2.756666667,6.799,7.393,0.8,0.533333333,0,2.666666667,0,0,0,0.266666667,15.8,14.38
6.24,6.413333333,2.475,2.733666667,6.364,6.951333333,4.8,2.133333333,19.2,8.266666667,5.6,1.866666667,11.2,4,14.38,14.31
6.4,6.34,2.58,2.592,5.959,6.374,0,1.866666667,0,6.4,28.8,11.46666667,8.8,6.666666667,14.31,13.53
5.9,6.18,2.406,2.487,5.491,5.938,0,1.6,0,6.4,0,11.46666667,0,6.666666667,13.53,12.83
5.6,5.966666667,2.326,2.437333333,5.181,5.543666667,0,0,0,0,0,9.6,0,2.933333333,12.83,12.16
5.3,5.6,2.272,2.334666667,4.885,5.185666667,0,0,0,0,0,0,0,0,12.16,11.7
5.18,5.36,2.228,2.275333333,4.699,4.921666667,0.8,0.266666667,0,0,0,0,2.4,0.8,11.7,11.16
5.01,5.163333333,2.202,2.234,4.783,4.789,0,0.266666667,0,0,0,0,3.2,1.866666667,11.16,11.6
5.14,5.11,2.184,2.204666667,5.128,4.87,0,0.266666667,0,0,20,6.666666667,3.2,2.933333333,11.6,11.34
4.89,5.013333333,2.171,2.185666667,4.578,4.829666667,0.8,0.266666667,0,0,71.2,30.4,10.4,5.6,11.34,10.95
4.79,4.94,2.181,2.178666667,4.503,4.736333333,2.4,1.066666667,0,0,18.4,36.53333333,18.4,10.66666667,10.95,10.5
4.64,4.773333333,2.13,2.160666667,4.408,4.496333333,0,1.066666667,0,0,0,29.86666667,0,9.6,10.5,10.2
4.57,4.666666667,2.094,2.135,4.471,4.460666667,0,0.8,0,0,0,6.133333333,0,6.133333333,10.2,9.867
4.23,4.48,2.06,2.094666667,4.306,4.395,0,0,0,0,0,0,0,0,9.867,9.656
4.1,4.3,2.13,2.094666667,4.211,4.329333333,28.8,9.6,0,0,47.2,15.73333333,89.6,29.86666667,9.656,13.04
4.57,4.3,2.434,2.208,9.089,5.868666667,0,9.6,0,0,22.4,23.2,11.2,33.6,13.04,14.6
5.33,4.666666667,2.182,2.248666667,6.895,6.731666667,4.8,11.2,0,0,19.2,29.6,17.6,39.46666667,14.6,11.95
4.5,4.8,2.07,2.228666667,5.429,7.137666667,4,2.933333333,0,0,19.2,20.26666667,21.6,16.8,11.95,10.7
4.27,4.7,2.009,2.087,4.838,5.720666667,0,2.933333333,0,0,0,12.8,2.4,13.86666667,10.7,10.27
4.11,4.293333333,1.997,2.025333333,4.644,4.970333333,12,5.333333333,5.6,1.866666667,20,13.06666667,0.8,8.266666667,10.27,10.58
4.39,4.256666667,2.218,2.074666667,4.709,4.730333333,22.4,11.46666667,24.8,10.13333333,13.6,11.2,0,1.066666667,10.58,12.28
5.07,4.523333333,3.133,2.449333333,5.293,4.882,22.4,18.93333333,3.2,11.2,24,19.2,0,0.266666667,12.28,17.62
6.81,5.423333333,3.268,2.873,12.089,7.363666667,12,18.93333333,18.4,15.46666667,34.4,24,0,0,17.62,23.8
9.18,7.02,2.461,2.954,11.168,9.516666667,0,11.46666667,0,7.2,7.2,21.86666667,0,0,23.8,17.75
6.39,7.46,2.22,2.649666667,8.352,10.53633333,3.2,5.066666667,2.4,6.933333333,18.4,20,0,0,17.75,46.31
7.54,7.703333333,13.259,5.98,43.204,20.908,37.6,13.6,16,6.133333333,90.4,38.66666667,0,0,46.31,46.49
12.2,8.71,5.731,7.07,21.002,24.186,28.8,23.2,14,10.8,16.8,41.86666667,0,0,46.49,37.24
9.01,9.583333333,5.298,8.096,23.605,29.27033333,0,22.13333333,0,10,0,35.73333333,0,0,37.24,24.29
6.88,9.363333333,3.273,4.767333333,11.16,18.589,0,9.6,0,4.666666667,9.6,8.8,0,0,24.29,18.73
5.57,7.153333333,2.874,3.815,18.208,17.65766667,20.8,6.933333333,0,0,26.4,12,3.2,1.066666667,18.73,39.61
13.3,8.583333333,2.928,3.025,23.265,17.54433333,1.6,7.466666667,0,0,0.8,12.26666667,0,1.066666667,39.61,25.53
7.93,8.933333333,2.659,2.820333333,12.301,17.92466667,4,8.8,1.6,0.533333333,46,24.4,0,1.066666667,25.53,22.36
6.6,9.276666667,2.762,2.783,14.695,16.75366667,9.6,5.066666667,0,0.533333333,2.4,16.4,0,0,22.36,22.1
6.69,7.073333333,2.79,2.737,13.129,13.375,4,5.866666667,1.6,1.066666667,28,25.46666667,0,0,22.1,23.89
6.53,6.606666667,2.705,2.752333333,15.087,14.30366667,0,4.533333333,0,0.533333333,0,10.13333333,10.4,3.466666667,23.89,19.53
5.96,6.393333333,2.569,2.688,9.86,12.692,2.4,2.133333333,0,0.533333333,10.4,12.8,0,3.466666667,19.53,15.53
5.12,5.87,2.389,2.554333333,7.786,10.911,0,0.8,0,0,12.8,7.733333333,0,3.466666667,15.53,13.52
4.8,5.293333333,2.279,2.412333333,6.65,8.098666667,12.8,5.066666667,0,0,36.8,20,0,0,13.52,12.49
4.44,4.786666667,2.315,2.327666667,6.167,6.867666667,0,4.266666667,0,0,4,17.86666667,0,0,12.49,12.45
4.46,4.566666667,2.663,2.419,5.764,6.193666667,3.2,5.333333333,0,0,18.4,19.73333333,0,0,12.45,12.56
4.29,4.396666667,2.412,2.463333333,8.176,6.702333333,11.2,4.8,0,0,34.4,18.93333333,12,4,12.56,25.11
